,direction,direction_spherical,peaks,column_density,angle_respect_to_los
1002,"[-0.9951829923676262, -0.0975274072934795, 0.00996074941101076]","[1.5608354126647013, -3.043905112201655]","[8.368746902470809, 15.810226883096703, 6.367747831733894]",1.9580864309080396e+16,0.04283492401905904
679,"[0.7324863389081318, 0.6055119695250956, 0.31115754542482427]","[1.2543855273910869, 0.6907827609714906]","[11.181926400980995, 28.536578485588734, 27.734675347766427]",2.1765350724932877e+17,0.04289421674770036
1009,"[0.4913229008318892, 0.048640195300415884, 0.8696182717257471]","[0.5163676936872161, 0.09867689998572109]","[13.254442770337235, 16.864626163193446, 13.727029961717763]",2.3103089479430285e+17,0.043125161360648645
2140,"[0.19357409537388495, 0.20713377232030208, 0.9589706303972734]","[0.2874475556494728, 0.8192245637983923]","[12.105688642858183, 22.18886000647872, 4.049870395156763]",6.673617123002435e+16,0.04330416458797723
461,"[-0.07694856001663745, 0.9678167453368414, 0.23960314387956072]","[1.328839259400311, 1.6501367920037102]","[18.26030162750984, 32.80548494271769, 2.686624127531342]",3.1775541990747164e+16,0.04383524392015936
2682,"[-0.8540298619340372, -0.4790147306520194, 0.20292334203659781]","[1.3664538689883106, -2.6304289127673144]","[24.230466671456913, 27.441322031218007, 26.308837326680987]",5.5557205649186456e+16,0.04410349242259892
1565,"[0.8006827097875732, 0.417757821323653, 0.4294014450023938]","[1.126966422501647, 0.4808974118722389]","[7.9207808755214835, 29.000112171128137, 25.02296045728258]",3.138173920698566e+20,0.04427018491005724
454,"[-0.26945789802398823, -0.9616808984614674, -0.050619074733135656]","[1.6214370432885792, -1.8439855729316037]","[3.4587926996249116, 13.612240425649437, 17.637523409755392]",1.0327359748817651e+17,0.044287773407268166
2759,"[0.034964121657780525, 0.447039732854392, 0.893830513825845]","[0.46498004473220034, 1.4927426653384048]","[0.24849182818579152, 10.37935135096032, 34.34473872879698]",9.04236519883055e+16,0.04459373903105196
2769,"[0.9537573939494874, 0.18185909900148953, -0.23932008189253315]","[1.812461849964819, 0.18841477169281573]","[3.1298730334868017, 29.905499996874386, 27.128565338715223]",2.577868897840615e+18,0.0446164024189869
1173,"[-0.9511677089618235, 0.2683228439771557, 0.15258715813700352]","[1.4176107671707512, 2.8666392105279916]","[4.815502225265397, 9.64875217931089, 35.830144945067346]",9.953591187156205e+16,0.04473341612889274
2256,"[-0.8943962188215772, -0.44716808633039334, -0.009803383358769208]","[1.5805998671883157, -2.67797189933894]","[19.85308741159018, 24.40840138346241, 17.69338576069793]",2.435638508397668e+16,0.0452097813501159
2299,"[0.05101157069708798, 0.6236805768462179, 0.7800130497112105]","[0.676109655760679, 1.489186806393574]","[26.63178939126051, 20.932084936824936, 12.426957023039163]",7.478255802945394e+16,0.04549661656100609
1985,"[0.5321179188905958, -0.6593209180779568, 0.531174592182626]","[1.0108100247806293, -0.891759448877963]","[15.034119404325537, 8.72537832597111, 35.16338437376588]",2.484165484446173e+16,0.04570390649482088
2425,"[0.05556190265504473, 0.12236100049136624, 0.990929190473317]","[0.13479284891068719, 1.1445531671499363]","[17.326095937016323, 9.625702205276987, 29.574785050946684]",3.9778299219362904e+16,0.04573605485810078
2461,"[0.8696492636919817, -0.41417462694974727, 0.268643884261361]","[1.2988114419372414, -0.4444716339798501]","[21.109090157086932, 13.14826074223793, 5.5982022978506265]",1.6992156332973034e+17,0.0457826298861444
158,"[-0.42545152530714936, 0.37940770981541994, 0.8216086594884682]","[0.6065690673812615, 2.4133394952874503]","[24.21559727080173, 17.08474523749902, 19.67304443801791]",2.234285055596451e+16,0.045869300349398456
295,"[-0.13715823302239824, 0.4431666912846515, 0.8858842491262546]","[0.48239967698558595, 1.8709419436793386]","[14.278940769854543, 27.889799206945632, 36.60879531567675]",2.4558282876088166e+17,0.04589644914570461
750,"[-0.09525596845466812, 0.4906974952220503, -0.8661075387367144]","[2.6181581712727873, 1.762535177963979]","[19.49716014765395, 11.1683458820858, 15.883009222771031]",4.633596910138211e+16,0.046339885195004135
60,"[-0.6196284722565919, 0.702800008614082, -0.3494748978982944]","[1.9278069315670012, 2.2933841874102163]","[21.09323509701234, 25.336662022179123, 29.80522394922823]",1.0083694396336487e+20,0.046716806826934854
837,"[-0.05303996468528002, -0.9977216737242847, -0.04169201274820463]","[1.6125004273429304, -1.623907414993824]","[33.96268506878161, 23.946139657016666, 23.897033465602497]",1.3684223471884728e+17,0.04679308243512869
1871,"[-0.046114597053012706, 0.6385531714318049, 0.7681948263253439]","[0.6947795965041588, 1.6428884896113258]","[9.372618737247365, 13.922043900002741, 9.25149633467527]",8.974734253780538e+16,0.046907213098925205
2687,"[-0.21280174144661537, -0.9571345238659219, -0.19649153177997894]","[1.7685747322715768, -1.7895699900074402]","[12.109447485178618, 15.0313592476194, 31.923858452192245]",1.1797236789122822e+17,0.04741622556235828
1450,"[0.23114762927097451, -0.43838370544089783, 0.8685565613627686]","[0.518514047964506, -1.0855695889099897]","[14.652071157393408, 3.858068649057479, 39.91079511890496]",2.84739245867066e+16,0.04751111803198946
0,"[-0.4928941044537075, -0.31032567570892494, 0.812867379583273]","[0.6217380158991003, -2.5796929670664652]","[2.005363879937967, 12.166111410859045, 25.194943977006197]",9.332462167857738e+18,0.04764739505129692
145,"[0.5680239680984486, 0.741296396781267, -0.3575310109414335]","[1.9364191411972689, 0.9169713133004184]","[32.5332550111631, 19.57827656872083, 30.122161167395802]",5.807254453280981e+16,0.047895008734569755
1590,"[-0.13883485980271298, 0.7307777354166901, 0.6683478010159196]","[0.8388109105777715, 1.7585412227662776]","[38.92329116459466, 35.423008984199875, 24.856565811708315]",7.897948007389608e+17,0.04793245234562671
1023,"[0.867386835025185, -0.40747205220790983, 0.2856686981355617]","[1.2810921955865096, -0.43917223821774504]","[26.206967111124712, 2.375519575160979, 21.257143317230614]",2.7599837969617568e+17,0.04794342184469627
2660,"[-0.9099450095448158, -0.41240148496732026, -0.043875902283982714]","[1.6146863188333773, -2.716067659336466]","[19.215274982177753, 13.417830071313631, 37.15339825165083]",6.62707891419959e+18,0.04829030100631494
2409,"[0.17701418954639714, -0.7719853532698987, -0.610495365286242]","[2.2274822126312337, -1.3453953961017513]","[1.8733761080604552, 3.525978862932675, 0.05229128441726694]",2.544153292292382e+17,0.04839454190999805
1298,"[0.20768998948610257, -0.7544564228649157, -0.6226237822836044]","[2.2428875605267136, -1.3021658467759496]","[2.7319211420232357, 14.952328688266547, 19.96351133654303]",2.3954764878776973e+17,0.04863305605663504
135,"[0.6708967998476071, -0.7352469997218154, 0.0964848866626709]","[1.4741611078424885, -0.831129854022655]","[1.4655868257675166, 13.677989699991983, 38.07713728075368]",1.7501982687276506e+16,0.04879784658072338
2387,"[-0.9630145855311543, 0.258933361379495, 0.07454141411976893]","[1.4961857089012447, 2.8789269499241787]","[0.7110013684995524, 3.148473242517193, 25.246619709354974]",3.005798166102915e+16,0.04887172302967276
2094,"[-0.20463425110597183, 0.7789873017681782, 0.5927087032921246]","[0.9363785240853626, 1.8276848946566675]","[37.306066221447566, 33.62694739298753, 24.307606532075795]",2.6167708074669496e+18,0.049044850594554934
513,"[-0.7180942108692534, -0.31519367658081704, -0.6204785657535092]","[2.2401491243966234, -2.72798189762147]","[5.451726780707276, 23.35859298867735, 4.839062682672281]",1.9435043357300716e+16,0.04958553811861732
1697,"[-0.07888819170028291, -0.7181610579193202, -0.6913908793862277]","[2.3342087541075545, -1.6802051672320761]","[9.77568050039396, 13.207537601002699, 4.017646182256186]",8.12345581659289e+16,0.04977453856231134
2298,"[0.21852295013416373, -0.7360104771638599, 0.6407310650886916]","[0.8753462405153825, -1.2821841926313045]","[38.588946663300725, 16.670874291881987, 19.37140154187852]",4.028722515536691e+16,0.04992085566814361
190,"[-0.950279059363155, -0.2804093392583408, 0.13542640729406544]","[1.434952504835888, -2.8546547476683717]","[38.6849856873299, 17.403462564928418, 10.158409490617856]",1.944362881805631e+16,0.05020201745579568
1693,"[-0.7971879533118774, -0.6026658646990009, 0.03585000168795607]","[1.5349386414567479, -2.494269158624188]","[19.664200625882966, 6.443403084075509, 28.344824605759445]",5.335537455842389e+16,0.0506037907540358
168,"[-0.7580656435197457, 0.6491342509975705, -0.06293809892915789]","[1.63377605174494, 2.4334504566172708]","[11.416439920020222, 14.943538690319862, 30.97086692737592]",4.4241967507266493e+18,0.05077916379896518
2688,"[-0.32261209171716376, 0.5079765308915551, -0.7986747037068708]","[2.4958859589244526, 2.136620282855379]","[10.756750320833328, 15.151212856046751, 32.453289747658566]",1.9455801445213496e+16,0.051069190650996465
1401,"[0.5269318695115723, -0.18442448318420193, 0.8296568054896428]","[0.5923036658618798, -0.33667199402727443]","[13.272735683232327, 36.66047319739016, 32.86003958420009]",1.2045140320008749e+17,0.051140562486584384
851,"[0.6778694003698772, -0.7182865845707758, 0.15670819527973784]","[1.4134395457076319, -0.8143389837057717]","[29.55053341241099, 2.4462696990996378, 19.35412362299715]",1.769291357539354e+17,0.05142061459835284
2890,"[-0.8921208961936429, -0.45075926017134466, -0.030600587321712194]","[1.6014016918410892, -2.673740317814588]","[31.22192128085311, 1.5834868697368023, 34.58853818811054]",2.4664072504819565e+19,0.0536183062020172
823,"[0.26773783879598767, -0.8734909929069575, 0.4066078393086773]","[1.1520582951679297, -1.2733735019539052]","[5.464389303603404, 15.742156452537216, 30.47383836384475]",7.817582951322496e+16,0.054573459068641084
2823,"[0.38996545158194357, -0.6714392912614056, 0.6301557146633474]","[0.8890425894697918, -1.0446213442880294]","[26.93243120322397, 19.138004364591396, 39.66810239754321]",1.5352884920811776e+17,0.054678977176551805
920,"[-0.9705770750674643, 0.2350939126832025, -0.05206720246747067]","[1.6228870836506784, 2.90394892670319]","[13.747130483551183, 34.311304843557835, 11.273159968228299]",3.859827643409196e+16,0.055064075310991
1191,"[-0.9501928941772857, 0.29419478072963945, 0.1028731979012659]","[1.4677408099212659, 2.84133749133222]","[14.252445210101822, 15.194899172637882, 32.98454593770847]",8.687939970396866e+16,0.05554428992992934
2386,"[-0.987215070910254, -0.15505729445764696, 0.036927485740795865]","[1.5338604432720127, -2.98580007874348]","[0.7922877068917253, 6.595241181516377, 33.176331760658925]",7.682220831580544e+16,0.05577319016084065
817,"[0.14095143948962788, -0.7295923939110752, 0.6691992457055699]","[0.837665673764683, -1.3799553745902484]","[35.25632470294488, 11.842367976840798, 11.26050193530151]",1.8568379009511942e+17,0.05605066388549346
1425,"[-0.4321735826376594, 0.4756356802771698, 0.7661570949338032]","[0.6979564273785773, 2.3083552153324316]","[23.726800963244212, 21.733502122347872, 38.42384608088]",4.136325308533827e+16,0.056085695567659466
1144,"[0.5315546853095524, -0.6356197806355963, 0.5598545444936741]","[0.9765860828292783, -0.8743228715671405]","[35.68293912770718, 19.902881281838265, 13.432004660493998]",9.092126312774653e+19,0.057014183330153845
950,"[-0.9911044373621855, 0.12504699879040215, -0.045554827784757376]","[1.616366925529802, 3.01608646905882]","[38.19359377463236, 10.778259533371847, 21.54567477779335]",1.8290888938984784e+16,0.05726368709272656
1972,"[0.009786610640329473, 0.16795362728133384, 0.9857463169270365]","[0.1690424421173117, 1.5125924228182854]","[31.889839950423344, 13.994094884621962, 8.642631558548203]",6.993992427253028e+17,0.05742997310705235
1353,"[-0.5423775691795326, 0.8333191670284907, -0.10679765125621253]","[1.677798044862845, 2.1477787925390244]","[14.051821807777891, 7.971245559181053, 33.63910016864696]",2.2346456845122877e+18,0.05780264873926519
2794,"[0.4185673919795725, 0.6961746928266507, -0.5832170568828875]","[2.1934797630196035, 1.0294662783659574]","[34.96420938484939, 24.153716923368208, 24.82514563919449]",1.0966833154637752e+17,0.05794117744936633
2539,"[0.2058667398872504, 0.9148680104486436, 0.3473260843442882]","[1.2160781676516084, 1.3494595812809176]","[27.784517154524053, 28.325762378538514, 14.038748488415465]",7.444591499146531e+16,0.05804619946569409
1960,"[-0.9441457586336393, -0.3183006384210298, -0.085284758514487]","[1.6561848114792594, -2.8164282592811243]","[15.47720670763863, 20.834336199480305, 36.97107688606815]",3.450674718480171e+16,0.058097721687004035
2626,"[-0.6448252997152775, -0.749840389537765, 0.1481206368638608]","[1.4221286507231006, -2.281038634825927]","[2.2374336588934796, 34.93112689751613, 38.313041907220175]",1.4863671815993848e+18,0.05848516129831416
2309,"[0.4106949236723935, 0.8085299274213175, 0.4214368708760631]","[1.1357671388322432, 1.1008068525676846]","[28.547004462531486, 32.14557107813078, 39.63389063214938]",7.121048212630213e+16,0.05849855397120357
784,"[0.9240917546062314, -0.2580145194126252, 0.2819271835794631]","[1.2849941452902738, -0.2722748423430198]","[7.92468131722587, 37.91935550689913, 26.760862479532904]",2.0645712017288532e+16,0.059837928509617166
736,"[-0.1604507207006995, 0.9305425609133219, -0.3291597006857044]","[1.906209874733026, 1.741544424980629]","[10.383410397683349, 39.82102850532051, 30.170388543642932]",5.592131754579918e+17,0.05986084303085333
1328,"[0.4537448009225276, 0.8850969734941719, 0.10353261875965615]","[1.4670778490540353, 1.0970801528774037]","[33.12383958454441, 23.798287328790423, 28.878553206744982]",6.6917425341144584e+16,0.060298530533648836
2456,"[-0.8202938744802554, 0.5693455724054122, 0.054438760754855216]","[1.516330641192251, 2.5348541943843936]","[17.862744696022176, 19.915587894395564, 11.481376011976185]",4.968093582880478e+16,0.06055560757363689
2133,"[0.7384156058683737, 0.4559426348267384, -0.49684877654805076]","[2.0907601891155485, 0.553159434486111]","[2.1668139299253615, 16.408797175087884, 22.04789688973326]",1.6537780053992605e+17,0.060656163422673604
508,"[-0.7122246845942894, -0.698835863191916, 0.06606387039353671]","[1.504684306530764, -2.3656826865995537]","[25.420569777638185, 5.630557760473761, 26.111307093816322]",1.2902977864598186e+17,0.06136618119608328
2892,"[-0.9207522651241978, -0.389401128560132, -0.024125242895247933]","[1.59492391056181, -2.741488253427467]","[0.19051077459201338, 6.468461768606318, 33.344803282054855]",2.28170686788135e+16,0.06220121992366348
2880,"[-0.7860103646075031, -0.5845658274596753, -0.2011728115227449]","[1.773351389889378, -2.502127626932326]","[33.26120464020666, 20.31768013174192, 31.546483011975432]",1.0865308432647642e+17,0.062271701073314034
1660,"[-0.7056052219654156, 0.3400563168632744, 0.6216775467205816]","[0.8999137259775501, 2.692500672802735]","[23.055453624738668, 33.381937311812564, 19.708142670768623]",1.9173825846659816e+20,0.06247191574270167
106,"[-0.526499577460821, 0.8173754451967308, 0.23387085436843866]","[1.3347392738666435, 2.1430369890106666]","[10.808223393086152, 22.823367875464964, 34.30914657195855]",4.750319612121494e+16,0.062493398662334165
2216,"[-0.32372502100227196, -0.657768849463612, 0.6801045886129535]","[0.822891038282492, -2.0281492332779636]","[18.9350115314713, 36.507351550818896, 31.76516263432454]",3.99951711233085e+16,0.06311114915994903
564,"[-0.9837778487236741, 0.17838663678677627, 0.018956586626355906]","[1.551838604636462, 2.9622135263181013]","[10.947253094536801, 14.55234314116542, 14.479244549575245]",1.8192038571557298e+19,0.0634138878647255
1261,"[0.609236635489282, 0.11642150756820757, -0.7843957894795494]","[2.472517729318097, 0.1888176833964911]","[28.279254133145056, 31.619787918280856, 15.95660167243734]",2.867900631870277e+16,0.06366820369206427
1315,"[-0.5511489418596761, 0.15984104392257903, 0.8189540185899933]","[0.611210400402642, 2.8593220922846263]","[6.970015434612716, 19.272667389450675, 29.872787298768753]",1.3833848864208189e+17,0.06371938390210538
